instruction,gold,source,category,response
"펌프의 분류 중 원심펌프의 특징에 대한 설명으로 옳은 것은?
1. 일반적으로 효율이 높고, 적용 범위가 넓으며, 적은 유량을 가감하는 경우 소요동력이 적어도 운전에 지장이 없다.
2. 양정변화에 대하여 수량의 변동이 적고 또 수량변동에 대해 동력의 변화도 적으므로 우수용 펌프 등 수위변동이 큰 곳에 적합하다.
3. 회전수를 높게 할 수 있으므로, 소형으로 되며 전 양정이 4m 이하인 경우에 경제적으로 유리하다.
4. 펌프와 전동기를 일체로 펌프흡입실 내에 설치하며, 유입수량이 적은 경우 및 펌프장의 크기에 제한을 받는 경우 등에 사용한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Civil Engineering,"각 선택지를 하나씩 분석해보겠습니다.

1. **일반적으로 효율이 높고, 적용 범위가 넓으며, 적은 유량을 가감하는 경우 소요동력이 적어도 운전에 지장이 없다.**  
   - 원심펌프는 구조가 간단하고, 효율이 높으며 다양한 유량과 양정에 적용이 가능합니다.  
   - 그러나 ""적은 유량을 가감하는 경우 소요동력이 적어도 운전에 지장이 없다""라는 부분이 문제입니다. 원심펌프는 유량이 감소할 때 효율이 떨어질 수 있고 소요동력이 항상 작게 유지되는 것도 아닙니다. 유량이 변할 때 (특히 적을 때) 운전특성이 불리해질 수 있습니다.  
   - 즉, 일부는 맞으나 설명이 완전하게 정확하다고 볼 수 없습니다.

2. **양정변화에 대하여 수량의 변동이 적고 또 수량변동에 대해 동력의 변화도 적으므로 우수용 펌프 등 수위변동이 큰 곳에 적합하다.**  
   - 해당 설명은 왕복펌프(피스톤펌프)에 가깝습니다. 원심펌프는 양정변화에 따라 유량이 크게 변하고, 유량변동에 대하여 동력 변화도 있습니다.  
   - 원심펌프는 수량변동이 큰 곳(예: 우수용)에 잘 적합하지 않습니다.  
   - 잘못된 설명입니다.

3. **회전수를 높게 할 수 있으므로, 소형으로 되며 전 양정이 4m 이하인 경우에 경제적으로 유리하다.**  
   - 원심펌프는 회전수를 높게 할 수 있어서 구조를 소형화할 수 있는 특징이 있습니다.  
   - 그러나 ""전 양정이 4m 이하인 경우""에 유리하다는 부분은 잘못된 설명입니다. 원심펌프는 일반적으로 고양정보다는 대유량에 적합하며, 저양정(4m 이하)보다는 적정한 양정에서 효율이 더 좋습니다. 오히려 이런 조건(매우 낮은 양정)에서는 조용히 작동하는 프로펠러(축류펌프)가 더 적합합니다.

4. **펌프와 전동기를 일체로 펌프흡입실 내에 설치하며, 유입수량이 적은 경우 및 펌프장의 크기에 제한을 받는 경우 등에 사용한다.**  
   - 이 설명은 서브머지블 펌프(잠수펌프, 수중펌프)에 대한 설명입니다.  
   - 원심펌프는 보통 건식 설치를 하며 유입수량이 적거나 공간에 제한을 받을 때보다는 넓은 적용 범위에 사용합니다.  
   - 원심펌프의 특징과는 일치하지 않습니다.

따라서, 각 선택지를 모두 검토한 결과, 원심펌프의 일반적인 특징을 가장 잘 설명하는 것은 **1번**입니다. 다만 완벽하게 적합하지는 않으나, 나머지 보기들보다 상대적으로 근접한 선택지입니다.

정답:  
\boxed{1}"
"영국의 스토우원(Stowe Garden)을 풍경식 정원으로 완성시킨 3인의 조경가는?
1. 브릿지맨, 켄트, 브라운
2. 켄트, 브라운, 렙턴
3. 포오프, 브릿지맨, 브라운
4. 호오, 브릿지맨, 켄트

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Civil Engineering,"각 선택지를 살펴보며, 영국의 스토우원(Stowe Garden)을 풍경식 정원(Picturesque Landscape Garden)으로 완성시킨 대표적인 3인의 조경가가 누구인지 분석해 보겠습니다.

1. 브릿지맨(Bridgeman), 켄트(Kent), 브라운(Brown)
   - 찰스 브릿지맨(Charles Bridgeman): 초기 영국 풍경식 정원의 기초를 마련한 조경가입니다.
   - 윌리엄 켄트(William Kent): 영국 풍경식 정원의 발전에 큰 영향, 건축가이자 정원 디자이너로 스토우에서 중요한 역할을 했습니다.
   - 랜슬롯 브라운(Lancelot 'Capability' Brown): 영국 풍경식 정원을 완성한 인물로 ‘영국식 자연풍경 정원’의 대표적 조경가입니다.
   - 이 세 명이 바로 역사적으로 ‘스토우원의 조경을 완성시킨 3인’으로 정평이 나 있습니다.

2. 켄트, 브라운, 렙턴(Kent, Brown, Repton)
   - 렙턴(Humphry Repton)은 브라운 이후에 활동한 조경가이며, 스토우원의 설계와 직접적인 연관이 없습니다.

3. 포오프(Pope), 브릿지맨(Bridgeman), 브라운(Brown)
   - 알렉산더 포프(Alexander Pope)는 시인이자 풍경 정원 운동에 영향은 있었지만, 실질적 조경가로서 스토우원 완성의 3인에는 들지 않습니다.
   - 브릿지맨과 브라운은 맞으나, 포프는 해당되지 않습니다.

4. 호오(Hoare), 브릿지맨(Bridgeman), 켄트(Kent)
   - 호오(Hoare)는 스토우원과 관련이 적고, 주로 스토우헤드(Stourhead) 정원으로 유명합니다.
   - 브릿지맨과 켄트는 맞으나, 세 명으로 볼 때 적절치 않습니다.

따라서, 브릿지맨, 켄트, 브라운이 스토우원 풍경식 정원의 3인 대표 조경가입니다.

정답은 \boxed{1} 입니다."
"도시공원 및 녹지 등에 관한 법령상 도시공원을 관리하는 '공원관리청'에 해당하는 자는?
1. 국립공원공단 이사장
2. 국토교통부장관
3. 시장 또는 군수
4. 구청장

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Civil Engineering,"주어진 문제는 ""도시공원 및 녹지 등에 관한 법령상 도시공원을 관리하는 '공원관리청'에 해당하는 자""에 관한 것입니다. 각 선택지를 하나씩 살펴보겠습니다.

1. 국립공원공단 이사장  
국립공원공단은 「자연공원법」에 근거하여 국립공원의 관리·운영을 담당하는 기관입니다. 도시공원 및 녹지법과는 별개의 법령에 의해 운용되며, 도시공원의 관리청이 아닙니다.

2. 국토교통부장관  
국토교통부장관은 도시공원에 관한 정책이나 기본계획의 수립 등 국가적 차원의 역할을 하지만, 개별 도시공원의 '관리청'이 아닙니다. 관리청은 아닌 것이 맞습니다.

3. 시장 또는 군수  
「도시공원 및 녹지 등에 관한 법률」 제2조 제4호에서 '공원관리청'은 특별시·광역시·특별자치시·도·특별자치도 또는 시·군의 장(시장 또는 군수)으로 규정하고 있습니다. 즉, 도시공원관리청에 해당하는 것이 맞습니다.

4. 구청장  
일반적으로 자치구가 있는 경우, 도시공원 및 녹지법에서 관리청으로 명시하는 경우도 있으나, 원칙적으로는 '시장'의 권한을 위임받은 경우에만 해당됩니다. 보통은 시장 또는 군수로 한정합니다.

따라서, 가장 정확하게 도시공원의 관리청은 '시장 또는 군수'가 맞으며, 법률적으로 명확하게 일치합니다.

정답:  
\boxed{3}"
"인터넷(Internet)의 설명으로 적합하지 않은 것은?
1. 일본에서 시작되어 전세계적으로 확산되었다.
2. 압축프로그램이 많이 이용된다.
3. 프로토콜은 TCP/IP가 주로 이용된다.
4. 전용선 또는 모뎀을 이용한 접속방법이 있다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Computer Science,"문제를 하나씩 분석해 보겠습니다.

1. 일본에서 시작되어 전세계적으로 확산되었다.  
   → 인터넷은 1960~1970년대 미국의 ARPANET에서 시작되었습니다. 즉, 일본이 아니라 미국에서 시작되었습니다.  
   → 적합하지 않은 설명입니다.

2. 압축프로그램이 많이 이용된다.  
   → 인터넷에서는 대용량 파일이나 데이터를 전송할 때 압축프로그램이 자주 이용됩니다.  
   → 적합한 설명입니다.

3. 프로토콜은 TCP/IP가 주로 이용된다.  
   → 인터넷 네트워크에서 데이터 통신을 위한 표준 프로토콜로 TCP/IP가 사용됩니다.  
   → 적합한 설명입니다.

4. 전용선 또는 모뎀을 이용한 접속방법이 있다.  
   → 인터넷 접속 방법으로 전용선(leased line)이나 모뎀을 사용하는 방법이 실제로 존재합니다.  
   → 적합한 설명입니다.

따라서 적합하지 않은 설명은 1번입니다.

정답: \boxed{1}"
"주기억 장치에 제어 신호와 주소 데이터를 보낸 후 내부의 데이터가 중앙 처리 장치에 도달 할 때까지의 시간은?
1. Seek Time
2. Transmission Time
3. Cycle Time
4. Access Time

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Computer Science,"문제 분석  
문제는 ""주기억 장치에 제어 신호와 주소 데이터를 보낸 후 내부의 데이터가 중앙 처리 장치에 도달할 때까지의 시간""이 무엇인지 묻고 있습니다. 각 선택지를 검토해보겠습니다.

보기 분석  
1. Seek Time  
설명: 주로 자기 디스크를 사용할 때, 원하는 트랙에 헤드가 위치하는 데 걸리는 시간입니다. 주기억 장치(램 등)와 관련된 용어가 아니며, 외부 기억 장치(보조 기억 장치)에서 사용되는 개념입니다.  
틀린 이유: 메모리 접근과 직접적으로 관련 없는 용어이므로 오답입니다.

2. Transmission Time  
설명: 데이터를 한 지점에서 다른 지점으로 전송하는 데 걸리는 시간입니다. 주로 네트워크 통신 등에서 사용되는 시간 개념입니다.  
틀린 이유: 주기억 장치와 CPU 사이의 데이터 이동 시간 전체를 의미하지 않으므로 오답입니다.

3. Cycle Time  
설명: 한 번의 메모리 동작이 끝난 후, 다음 동작이 시작될 수 있을 때까지의 시간 (즉, 연속적인 메모리 접근 사이의 최소 간격)을 의미합니다.  
틀린 이유: 실제로 데이터를 접근(읽기 혹은 쓰기)하는 데 걸리는 시간이 아니라 연속 동작 사이의 최소 시간이라는 점에서 문제의 정의와 맞지 않습니다.

4. Access Time  
설명: 주기억 장치에 주소와 제어 신호를 준 후, 실제 데이터가 중앙 처리 장치(CPU)에 도착할 때까지 걸리는 시간을 의미합니다. 즉, ""주소 지정 → 데이터 읽기/쓰기 → CPU 도달""의 전체 과정에 소요되는 시간입니다.  
맞는 이유: 제시된 정의와 정확히 일치합니다.

정답  
따라서, 주어진 문제의 답은 4번 access time 입니다.

최종 답:  
\boxed{4}"
"명령어의 주소(address) 부를 연산 주소(address)로 이용하는 주소지정방식은?
1. 상대 address 방식
2. 절대 address 방식
3. 간접 address 방식
4. 직접 address 방식

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Computer Science,"먼저, 문제에서 묻는 내용을 분석해 보겠습니다.

문제 : 명령어의 주소(address) 부를 연산 주소(address)로 이용하는 주소지정방식은?

각 선택지에 대한 설명:
1. 상대 address 방식 (Relative addressing mode)
   - 주소 부분이 기준이 되는 레지스터(예: 프로그램 카운터(PC))를 기준으로 오프셋(변위, displacement)의 값을 더해 실제 주소를 결정하는 방식.
   - 즉, 주소 부는 연산 주소 ""절대값""이 아니라 기준에 상대적인 값입니다.
   - 명령어의 주소(address) 부가 실제 사용되는 연산 주소는 아닙니다. (기준값 + 명령어의 주소 부)

2. 절대 address 방식 (Absolute addressing mode)
   - 주소 부분이 실제 메모리의 물리적(절대) 주소임.
   - 명령어의 주소(address) 부가 곧 데이터가 존재하는 메모리 주소(연산 주소)가 됨.

3. 간접 address 방식 (Indirect addressing mode)
   - 명령어의 주소 부가 실제 데이터의 주소가 있는 곳의 주소임.
   - 즉, 명령어의 주소 부는 연산 주소가 아니고, 그 주소에 저장된 값이 실제 연산 주소가 됨.

4. 직접 address 방식 (Direct addressing mode)
   - 명령어의 주소(address) 부에 적힌 값 자체가 바로 연산이 실행될 데이터(operand)가 위치하는 메모리 주소임.
   - 즉, 명령어의 주소 부 == 연산 주소

각 방식별로 정리하면,
- 상대주소(Relative): 주소 부값을 기준 값(PC 등)과 합해서 실제 주소 산출 → 직접적으로 주소 부가 연산 주소가 아님.
- 절대주소(Absolute): 주소 부값 자체가 실제 연산 주소 → 맞음.
- 간접주소(Indirect): 주소 부에 적힌 값이 실제 데이터 주소를 저장한 곳의 주소 → 주소 부가 바로 연산 주소 아님.
- 직접주소(Direct): 주소 부값이 실제 연산 주소 → 맞음.

문제에서 ""주소(address) 부를 연산 주소(address)로 바로 이용""한다는 것은 명령어에 적힌 주소가 곧 연산에 사용되는 실제 메모리의 주소라는 뜻입니다. 그러므로 절대 방식과 직접 방식이 모두 해당될 수 있습니다.
하지만, 한국어 용어상 ‘절대 주소지정방식’은 거의 쓰이지 않고, 실무상 '직접 주소 지정 방식’과 대비되는 경우가 많아, 이 경우는 ‘직접 address 방식’이 정답입니다.

최종적으로,
- 1(상대)는 주소 부가 연산 주소가 아님,
- 2(절대)는 주소 부가 연산 주소임,
- 3(간접)은 주소 부가 연산 주소가 아님,
- 4(직접)는 주소 부가 연산 주소임.

대부분의 교과서적 문맥에서는 직접 주소 지정(Direct Addressing)이 답입니다.

정답: \boxed{4}"
"워드프로세서 용어에 대한 설명으로 틀린 것은?
1. 위지윅 : 화면에 보이는 그대로 출력할 수 있다.
2. 각주 : 해당 페이지 아래쪽에 위치한 문서 내의 단어 또는 문장의 보충 설명이다.
3. 워드랩 : 여러 사람에게 보낼 초대장을 작성하는 것이다.
4. 스타일 : 몇 가지 표준서식을 설정하여 공통으로 사용되는 문단에 적용한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"문제 풀이를 위한 정보

1. 위지윅(WYSIWYG, What You See Is What You Get)은 화면에 보이는 대로 출력이 되는 것을 의미합니다. 따라서 1번은 맞는 설명입니다.
2. 각주는 해당 페이지 아래쪽에 추가로 설명을 다는 것으로 맞는 설명입니다.
3. 워드랩(Word Wrap)은 문장을 입력할 때 줄의 끝에 도달하면 자동으로 다음 줄로 넘어가는 기능입니다. 여러 사람에게 초대장을 보내는 것과는 관련이 없습니다. 따라서 3번의 설명이 틀렸습니다.
4. 스타일은 여러 표준 서식을 설정하여 여러 문단에 공통으로 적용하는 기능이 맞습니다.

정답

틀린 설명은 3번입니다.

\boxed{3}"
"개인용 컴퓨터, 마이크로컴퓨터 및 통신에서 많이 사용되는 코드로서 미국 국립 표준 연구소에서 제정한 7bit 코드는?
1. EBCDIC 코드
2. BCD 코드
3. ASCII 코드
4. HAMMING 코드

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"먼저 각 선택지의 개념을 살펴보겠습니다.

1. EBCDIC 코드: 주로 IBM에서 사용한 8비트 문자 코드입니다.
2. BCD 코드: 10진수를 2진수로 변환하는 코드로, 보통 숫자 표현에 사용됩니다.
3. ASCII 코드: 미국국립표준연구소(ANSI)에서 제정한 7비트 코드로, 개인용 컴퓨터(PC)와 통신에서 널리 사용됩니다.
4. HAMMING 코드: 오류 검출 및 정정을 위한 코드이며, 문자인코딩에 주로 사용되지 않습니다.

문제의 핵심은 ""미국 국립 표준 연구소에서 제정한 7bit 코드"", ""개인용 컴퓨터, 마이크로컴퓨터 및 통신에서 많이 사용""이라는 조건입니다.

이 조건에 가장 적합한 것은 3번 ASCII 코드입니다.

정답: \boxed{3}"
"Routed Protocol이 아닌 것은?
1. TCP/IP
2. OSPF
3. IPX/SPX
4. Appletalk

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Computer Science,"필요한 정보 확인:  
Routed Protocol(라우티드 프로토콜)이란 네트워크에서 데이터를 전달하기 위해 주소 정보를 포함하고, 라우터에 의해 경로가 결정될 수 있는 프로토콜을 의미합니다. 대표적으로 IP, IPX, Appletalk 등이 있습니다. 반면에 Routing Protocol(라우팅 프로토콜)은 라우터들끼리 경로 정보를 교환하기 위한 프로토콜(예: OSPF, RIP, EIGRP 등)입니다.

문제 적용:  
1. TCP/IP: IP는 라우트될 수 있으므로 Routed Protocol입니다.
2. OSPF: 라우터 간 경로 정보를 교환하는 Routing Protocol입니다.
3. IPX/SPX: IPX는 Routed Protocol입니다.
4. Appletalk: Routed Protocol입니다.

정답 도출:  
OSPF는 Routing Protocol이지 Routed Protocol이 아닙니다.

정답:  
\boxed{2}"
"두 명의 개발자가 5개월에 걸쳐 10000 라인의 코드를 개발하였을 때, 월별(person-month)생산성 측정을 위한 계산 방식으로 가장 적합한 것은?
1. 10000 / 2
2. 10000 / 5
3. 10000 / (5×2)
4. (2×10000) / 5

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"문제 분석  
두 명의 개발자가 5개월 동안 10000 라인의 코드를 개발했습니다.  
질문: 월별(person-month) 생산성 측정을 위한 계산 방식은?

생산성 정의  
월별(person-month) 생산성 = 개발한 코드 라인 수 / 투입된 인월(person-month) 수

투입된 인월(person-month) 계산  
- 개발자 수: 2명
- 작업 기간: 5개월
- 총 인월(person-month): 2명 × 5개월 = 10 person-month

각 보기를 살펴봅시다.

1. 10000 / 2  
  ⇒ 2는 무엇을 의미하는지 불분명함(개발자 수만 반영).
2. 10000 / 5  
  ⇒ 5는 기간만 반영(인월이 아님).
3. 10000 / (5×2)  
  ⇒ 5×2는 총 인월(person-month).  
  ⇒ 10000 / 10 = 1000(월별 한 명당 생산 코드라인)
4. (2×10000) / 5  
  ⇒ (2×10000)는 전체 인원수와 코드량을 곱함(의미에 맞지 않음).

따라서 정답은  
3. 10000 / (5×2)

최종 답:  
\boxed{3}"
"방송통신심의위원회의 네티즌 윤리 강령으로 볼 수 없는 것은?
1. 사이버 공간의 주체는 인간이다.
2. 사이버 공간은 공동체의 공간이다.
3. 사이버 공간은 누구에게나 평등하며 열린 공간이다.
4. 사이버 공간은 특권층이 중심이 되어 건전하게 가꾸어 나간다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Computer Science,"문제 분석  
방송통신심의위원회의 네티즌 윤리 강령(인터넷 윤리 강령)은 인터넷 이용 시 지켜야 할 기본적인 태도와 가치를 제시합니다. 이 강령에는 인간 중심, 공동체 의식, 평등한 접근성 등이 강조되지만, 특권층 중심이나 배타적 공간을 지지하지 않습니다.

선지 분석
1. 사이버 공간의 주체는 인간이다.  
→ 네티즌 윤리 강령 첫 번째 조항에 해당. humans first.

2. 사이버 공간은 공동체의 공간이다.  
→ 인터넷 사용의 공동체적 책임을 강조하는 조항 포함.

3. 사이버 공간은 누구에게나 평등하며 열린 공간이다.  
→ 네티즌 윤리 강령의 주요 원칙 중 하나, 평등성과 개방성.

4. 사이버 공간은 특권층이 중심이 되어 건전하게 가꾸어 나간다.  
→ 특권층이 중심이 되어야 한다는 내용은 윤리 강령에 없음. 오히려 평등, 공동체, 모두의 참여를 강조하는 것이 요지임.

정답  
따라서 방송통신심의위원회의 네티즌 윤리 강령으로 볼 수 없는 것은 4번입니다.

정답:  
\boxed{4}"
"인테리어 디자인에서 내부생활 공간을 구성하는 요소와 가장 거리가 먼 것은?
1. 인
2. 익스테리어 공간
3. 쉘터의 스킨과 에워싸인 공간
4. 장치

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Computer Science,"문제 분석  
질문: 인테리어 디자인에서 내부생활 공간을 구성하는 요소와 가장 거리가 먼 것은? 즉, 내부생활 공간(실내 공간)을 구성하는 데 보통 포함되지 않는 요소를 찾는 문제입니다.

보기 분석  
1. 인  
— ‘인’은 한자어로 사람 또는 개인(individual)을 의미합니다. 인테리어 디자인에서 '인'은 실제로 공간의 주인이자 사용자로, 내부생활 공간을 구성하는 중요한 요소에 해당될 수 있습니다.

2. 익스테리어 공간  
— 익스테리어(Exterior)는 외부, 즉 건축물 바깥의 공간을 의미합니다. 인테리어(Interior)는 말 그대로 건물 내부 공간을 의미하므로, 외부 공간은 인테리어 디자인에서 내부생활 공간의 구성요소라고 보기는 어렵습니다.

3. 쉘터의 스킨과 에워싸인 공간  
— 쉘터의 스킨(즉, 벽, 천장, 바닥 등)은 내부 공간을 물리적으로 구성하는 주요 요소입니다. ‘에워싸인 공간’ 역시 내부생활 공간의 구성에 직접적으로 관련 있는 요소입니다.

4. 장치  
— 장치(시스템, 조명, 가구 등)는 내부 공간을 구성하고 기능적으로 완성하는 데 중요한 역할을 하며, 내부생활 공간의 구성요소에 포함됩니다.

정답 도출  
보기들 중에서 '내부생활 공간'을 직접적으로 구성하지 않는 것은 익스테리어 공간(외부 공간)입니다. 나머지는 내부공간과 직접 관련 있거나 내부 공간을 이룰 때 필요한 요소입니다.

정답
\boxed{2}"
"10가지의 명령어 종류를 가지며, 주소모드(addressing mode)는 직접주소모드만 가능한 1-주소(1-address) 명령어 형식을 갖는 컴퓨터를 가정하자. 한 명령어의 길이가 1워드(16 bit)라면, 이 컴퓨터 주기억장치의 최대 용량은?
1. 216 = 64K 워드
2. 215 = 32K 워드
3. 212 = 4K 워드
4. 211 = 2K 워드

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"먼저, 주어진 컴퓨터의 명령어 구조는 다음과 같습니다.

- 명령어 종류: 10가지  
- 주소 모드: 직접 주소 모드만 가능  
- 1-주소 명령어 형식  
- 명령어 길이: 1 워드 = 16 비트  

주기억장치의 최대 용량은 명령어의 주소필드(address field)로 표현할 수 있는 주소의 개수와 동일합니다.

**풀이는 다음과 같습니다.**

1. **명령어 형식 분석**  
   - 1-주소 명령어이므로, 한 명령어에 연산 코드(opcode)와 주소 한 개가 포함됩니다.
   - 16비트 중 연산 코드를 표현하기 위한 비트와 주소를 나타내는 비트가 분배됩니다.

2. **연산 코드 비트 수**  
   - 명령어 종류가 10가지이므로, 연산 코드를 표현할 수 있는 최소 비트 수는  
     \( \lceil \log_2 10 \rceil = 4 \) (왜냐하면 4비트면 16가지, 3비트면 8가지밖에 못 됨)
   - 따라서 opcode는 4비트 필요.

3. **주소 부분의 비트 수**  
   - 나머지 비트는 모두 주소 지정에 사용.
   - 주소 비트 수 = 16비트 - 4비트 = 12비트

4. **최대 주소 지정 가능 단어(최대메모리 용량)**  
   - 12비트로 표현할 수 있는 주소의 수는 \( 2^{12} = 4096 \) (4K)
   - 따라서 최대 메모리 용량은 4K 워드

**정답 표시:**

\boxed{3}"
"파워서플라이의 출력 DC 전압의 종류로 잘못된 것은?
1. +3.3V
2. +5V
3. +10V
4. +12V

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"각 선택지를 하나씩 살펴보겠습니다.

1. +3.3V  
   - 최근의 컴퓨터 파워서플라이는 RAM, 칩셋, 그래픽카드 등에 사용되는 +3.3V 출력을 제공합니다. 일반적으로 ATX 파워서플라이는 +3.3V를 표준 출력 전압 중 하나로 지원합니다.
   - 따라서 옳은 DC 출력 전압입니다.

2. +5V  
   - +5V는 HDD, SSD, USB, 마더보드 등 여러 전자장치에서 널리 사용되는 파워서플라이의 표준 출력 전압입니다.
   - 옳은 DC 출력 전압입니다.

3. +10V  
   - +10V는 PC 파워서플라이(ATX 기준)에서 표준적으로 제공하는 출력 전압에 포함되지 않습니다. 일반적으로 사용되는 출력 전압은 +3.3V, +5V, +12V, -12V, +5VSB 등입니다.
   - 따라서 잘못된 출력 전압입니다.

4. +12V  
   - +12V는 CPU, 그래픽카드, 팬 등에서 사용되는 매우 대표적인 출력 전압입니다. 대부분의 데스크탑 컴퓨터 파워서플라이에서 표준적으로 지원합니다.
   - 올바른 DC 출력 전압입니다.

각 선택지에 대한 설명을 통해 파워서플라이(특히 ATX 타입)의 표준 출력 전압 중 +10V는 존재하지 않음을 알 수 있습니다.

정답:  
\boxed{3}"
"디지털 부호에 대응하여 반송파의 진폭과 위상은 그대로 두고 주파수를 변화시키는 변조방식은?
1. ASK
2. QAM
3. FSK
4. DPSK

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"각 보기별 설명:

1. ASK (Amplitude Shift Keying, 진폭 편이 변조)  
진폭 편이 변조는 디지털 부호에 대응하여 반송파의 진폭을 변화시키는 방식입니다. 위상과 주파수는 그대로 두고, 진폭만 변하는 특성을 가집니다. 따라서 보기 조건에서는 맞지 않습니다.

2. QAM (Quadrature Amplitude Modulation, 직교 진폭 변조)  
QAM은 진폭과 위상을 모두 변화시켜 정보를 전송하는 변조 방식입니다. 진폭과 위상 모두가 바뀌므로, 주파수만 변화시키는 조건에 맞지 않습니다.

3. FSK (Frequency Shift Keying, 주파수 편이 변조)  
FSK는 디지털 신호 각각에 대응하여 반송파의 주파수를 변화시키는 변조 방식입니다. 이 방식에서는 반송파의 진폭과 위상은 변하지 않고, 오직 주파수만 변합니다. 주어진 조건(진폭과 위상은 그대로 두고, 주파수만 변화)에 정확히 부합하는 방식입니다.

4. DPSK (Differential Phase Shift Keying, 차분 위상 편이 변조)  
DPSK는 주어진 디지털 데이터에 따라 반송파의 위상을 변화시키는 방식입니다. 이 경우에는 주파수가 아닌 위상이 변하게 됩니다. 따라서 문제의 조건과 일치하지 않습니다.

정답:  
\boxed{3}"
"시프트 레지스터에서 왼쪽으로 한번 시프트 시키면 원래의 데이터는?
1. 1/2배로 된다.
2. 1/4배로 된다.
3. 2배로 된다.
4. 4배로 된다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Computer Science,"필요한 정보의 회상  
시프트 레지스터(Shift Register)는 데이터를 저장하고 한 쪽 방향으로 비트를 이동(시프트)시키는 회로입니다. 2진수에서 왼쪽으로 한 비트 시프트(shift left)는 모든 비트를 한 칸씩 왼쪽으로 이동시키고, 오른쪽에는 0이 들어갑니다.

적용에 대한 설명  
이진수에서 왼쪽으로 한 비트 시프트는 수학적으로 기존 값에 2를 곱하는 것과 같은 효과를 냅니다. 예를 들어, 4(2진수 100)을 왼쪽으로 한 번 시프트하면 8(2진수 1000)이 됩니다.

따라서 왼쪽으로 한 번 시프트하면 원래 데이터 값의 2배가 됩니다.

정답  
\boxed{3}"
"랜의 연결 방식으로 모든 노드들이 자신의 전송 시간 동안 케이블을 감시하는 것으로 만약 자료 전송 중 다른 노드에서 신호를 보내어 충돌이 발견되면 이를 감지하고 재전송하는 방식은?
1. CSMA/CA
2. CSMA/CD
3. Token Ring
4. Fiber Optic Cable

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Computer Science,"문제 해설:

문제에서 설명된 방식은 랜(LAN)에서 사용되는 데이터 송수신 충돌 감지 방식입니다. 각 방식의 특징을 살펴보면 다음과 같습니다.

1. CSMA/CA (Carrier Sense Multiple Access with Collision Avoidance):  
   - 충돌을 피하는 방식(충돌 회피)입니다.
   - 주로 무선 LAN(예: Wi-Fi)에서 사용됩니다.
   - 송신 전에 우선 채널 검사 후, 충돌이 예상되면 무작위 대기 후 재전송합니다.
   - ""충돌을 감지하고(Collision Detection) 재전송""하는 방식이 아닙니다.

2. CSMA/CD (Carrier Sense Multiple Access with Collision Detection):  
   - 충돌 감지 방식입니다.
   - 주로 유선 LAN(예: 이더넷)에서 사용됩니다.
   - 모든 노드가 케이블을 감시(캐리어 센싱)하다가, 데이터 전송 중 다른 신호가 감지되면(충돌 감지) 즉시 전송을 중단하고 재전송을 시도합니다.
   - 이는 문제에서 설명된 방식과 정확히 일치합니다.

3. Token Ring:  
   - 토큰이라는 특별한 데이터 패킷을 받아야만 전송할 수 있는 구조입니다.
   - 충돌이 일어날 수 없는 구조입니다.

4. Fiber Optic Cable:  
   - 이는 전송 매체의 종류(광 케이블)로, 충돌 감지 방식이 아닙니다.

정답:

문제에서 요구하는 ""자료 전송 중 다른 노드에서 신호를 보내어 충돌이 발견되면 감지, 재전송""하는 방식은 2번, CSMA/CD입니다.

따라서, 정답은  
\boxed{2}"
